771,847
802,185
281,822
427,194
417,239
214,242
859,714
142,512
508,139
569,750
320,170
713,933
523,805
622,156
321,602
532,998
192,30
656,160
211,190
292,353
629,413
220,251
926,93
770,199
873,51
236,903
570,61
820,241
239,427
154,614
657,473
787,168
352,714
70,291
363,272
98,212
358,790
619,731
313,370
609,756
659,107
855,470
520,322
395,436
263,115
157,820
929,377
190,770
902,781
832,277
511,822
857,427
517,186
910,183
629,437
630,637
362,490
841,581
299,458
329,145
614,197
369,676
230,814
810,558
580,202
170,998
681,130
582,897
631,28
652,676
754,509
789,117
833,385
105,808
911,412
54,475
759,825
341,195
310,449
496,721
575,230
479,843
395,939
55,835
568,115
557,780
743,394
534,539
494,968
471,639
496,538
622,507
289,576
884,926
515,439
418,934
468,203
589,956
478,366
333,739
518,884
81,167
509,172
611,430
506,655
295,230
472,704
555,246
613,307
431,960
115,530
394,922
114,767
736,515
384,496
197,101
542,988
901,401
224,296
297,749
29,910
898,318
185,841
555,952
142,161
589,899
282,582
637,729
524,578
364,345
588,927
749,412
501,147
523,513
846,368
484,264
58,964
335,1000
275,393
330,869
57,993
399,830
724,137
494,259
897,379
671,729
230,525
552,1009
499,335
683,745
407,822
303,958
65,405
614,808
649,344
902,809
372,576
597,358
94,604
900,977
916,400
738,98
577,620
704,165
566,348
220,867
153,262
603,520
632,800
891,842
60,193
188,787
904,923
773,762
75,626
38,633
923,520
695,27
632,783
742,447
197,445
664,271
47,97
890,437
357,750
30,525
496,341
75,101
787,574
676,793
859,476
887,764
119,577
200,936
77,107
517,950
564,275
125,997
144,533
260,339
773,611
370,756
378,211
294,407
57,627
439,80
181,78
293,786
278,866
554,526
90,102
575,864
913,640
321,565
707,383
101,76
537,551
831,812
489,48
398,233
749,862
263,890
280,169
782,238
766,513
242,382
79,199
271,53
661,274
535,459
461,722
96,167
266,147
533,813
178,623
514,32
615,374
570,452
903,956
330,319
590,211
694,765
684,142
375,317
442,424
751,318
399,945
454,848
335,523
188,343
618,294
449,306
420,1003
522,667
584,786
56,918
371,512
718,197
749,365
839,317
430,759
602,624
731,308
615,573
701,852
804,568
204,980
60,793
840,217
437,649
533,666
66,297
394,701
379,367
612,895
537,1008
532,95
732,1006
126,325
186,191
273,104
678,231
806,612
516,956
514,73
38,187
755,382
381,291
338,659
927,101
28,673
525,624
612,438
168,502
140,352
748,610
917,1000
734,508
292,167
371,306
