442,233
743,238
246,757
304,537
885,823
455,354
239,443
100,716
440,449
443,454
839,107
919,31
361,656
934,195
102,436
102,774
902,713
678,637
645,906
468,159
154,672
699,745
35,118
795,161
849,360
158,464
125,818
51,714
239,296
824,694
302,539
833,547
633,914
537,363
865,123
489,316
919,488
424,810
317,510
114,468
762,225
807,182
596,905
106,761
273,439
223,185
316,468
289,874
434,390
907,363
377,179
81,559
867,346
526,80
286,44
510,592
918,953
672,179
900,647
249,814
543,458
512,191
815,449
368,361
894,438
38,457
569,369
522,137
207,171
75,872
161,234
36,635
580,848
538,335
576,452
232,817
787,848
294,539
87,780
269,683
852,419
342,91
160,133
610,400
617,44
860,292
367,654
702,541
474,359
898,36
852,683
178,787
810,71
797,367
460,29
832,857
800,805
295,61
72,747
82,895
202,153
854,67
561,350
834,47
436,346
763,545
318,939
48,770
119,627
314,788
164,383
399,536
771,635
409,759
539,297
660,132
820,215
804,952
394,601
67,709
224,835
512,638
780,42
709,739
229,701
589,547
776,810
102,685
733,935
240,597
84,779
105,668
291,935
226,105
161,948
559,202
190,532
26,783
26,879
487,457
287,620
506,294
890,54
297,883
133,342
735,534
578,560
479,498
378,296
280,262
268,442
709,842
856,927
867,71
455,557
719,234
592,222
597,574
587,522
345,660
531,748
147,697
734,547
629,651
530,338
769,933
131,835
145,796
750,907
819,267
160,621
630,89
504,453
30,141
669,70
731,848
491,565
866,236
166,692
230,894
33,419
774,425
889,600
104,650
624,298
122,291
612,56
294,378
842,676
346,144
703,94
948,108
113,606
439,599
281,339
689,645
111,367
78,938
702,501
244,353
251,666
677,609
241,952
582,932
110,735
859,843
494,944
603,806
646,909
284,351
353,522
151,374
526,613
240,954
514,549
920,64
32,749
449,158
706,218
847,354
849,331
606,567
639,373
726,922
617,924
471,417
179,379
541,607
628,209
166,779
785,717
463,264
73,252
110,793
258,264
176,138
426,689
32,793
118,923
782,578
387,617
125,923
908,552
34,85
477,72
186,816
876,846
63,905
789,884
732,378
280,836
806,561
619,199
693,949
387,855
245,44
870,418
427,801
665,631
84,415
821,723
851,88
917,355
749,916
199,899
189,437
295,99
307,368
36,70
842,395
750,455
374,596
613,356
772,763
85,950
831,859
903,142
145,448
589,49
160,933
865,666
638,150
105,270
93,914
858,610
208,566
228,142
653,656
520,536
409,516
99,681
474,236
373,814
259,492
659,591
167,546
879,902
599,137
755,695
85,887
