137,575
425,701
193,573
225,455
700,560
614,58
589,469
171,71
467,329
393,241
672,170
869,153
435,696
330,738
517,351
499,605
487,285
869,101
786,245
277,175
187,563
115,318
83,396
43,663
87,198
637,272
860,687
179,417
598,320
307,117
369,509
246,358
481,302
744,503
192,103
641,325
621,365
68,443
470,576
675,538
283,366
514,440
477,102
375,399
779,286
795,564
565,567
261,672
686,681
249,464
220,622
279,689
772,394
41,673
295,591
97,264
450,617
241,58
768,424
207,36
325,329
148,606
225,613
404,290
25,220
390,354
312,407
841,726
817,714
532,173
699,514
829,25
433,673
707,616
722,157
102,549
178,558
261,224
438,42
236,249
734,176
824,185
292,60
292,682
417,55
148,480
512,466
608,598
234,369
851,604
371,550
799,410
373,38
643,623
564,413
282,559
286,149
799,75
423,173
775,75
723,301
745,335
627,618
852,366
618,463
253,599
713,161
751,726
499,213
250,709
102,124
690,115
282,266
603,288
550,351
599,607
554,292
422,109
739,299
81,57
532,228
826,582
693,612
861,513
248,145
757,669
131,639
472,466
824,74
448,75
519,169
585,82
514,62
140,732
460,156
454,550
445,637
814,379
708,650
820,350
688,286
542,125
773,424
436,479
218,234
592,31
284,216
649,521
847,586
260,598
592,611
671,521
450,716
146,310
343,652
415,516
703,674
33,29
525,392
803,67
515,104
34,220
341,439
278,574
220,78
659,449
513,567
736,510
80,238
833,573
543,188
491,98
602,270
411,495
525,215
186,522
244,209
189,661
588,635
355,465
346,406
853,112
492,597
695,533
108,534
757,234
271,734
268,405
196,219
355,651
290,489
289,404
129,513
828,138
642,263
784,73
618,407
787,444
310,558
453,27
47,657
230,342
705,678
309,106
249,292
632,139
383,171
312,494
445,382
844,256
179,353
712,413
87,711
176,276
730,88
512,292
550,265
155,217
98,470
713,584
164,124
293,573
324,277
760,362
415,501
849,390
846,156
483,613
581,285
872,423
64,503
26,414
599,25
713,86
564,607
856,186
197,264
376,185
360,619
666,652
863,169
317,238
60,198
255,443
496,164
618,463
691,255
538,478
275,544
720,345
158,150
370,736
564,476
482,610
859,737
32,389
105,222
479,674
25,284
426,679
835,65
657,408
221,25
406,157
151,665
97,201
815,379
147,218
771,578
338,150
178,108
88,477
259,363
319,291
126,506
236,228
475,187
129,298
226,694
361,600
609,715
385,700
187,628
679,120
645,108
621,69
53,67
536,62
155,549
202,273
754,534
207,527
609,530
178,524
620,565
245,380
155,120
260,293
575,295
224,42
