878,645
625,193
219,339
853,295
369,536
56,719
231,185
847,578
813,407
553,583
533,672
25,199
140,715
219,44
774,437
376,679
313,147
262,337
293,265
413,442
199,632
539,312
621,481
646,734
345,633
892,622
246,726
703,159
378,517
791,565
362,627
666,525
338,267
820,50
705,113
419,233
388,641
363,687
427,355
369,751
90,49
424,656
575,413
301,741
393,669
116,143
457,284
290,67
39,351
827,349
215,265
645,697
165,388
908,547
480,513
833,636
683,214
475,590
575,326
341,65
502,664
747,739
273,110
290,398
340,580
819,105
109,49
212,349
299,120
343,739
684,716
828,710
72,748
96,534
38,541
200,297
48,72
450,350
245,424
859,422
674,602
468,467
95,721
505,488
629,670
576,115
405,622
125,743
765,194
251,695
486,522
754,557
487,529
299,610
806,414
77,579
687,395
842,691
445,115
450,651
164,153
897,586
819,362
468,470
394,292
139,320
864,561
30,727
194,670
318,473
70,736
156,491
686,596
462,685
331,191
239,99
433,633
193,336
319,559
264,713
777,242
656,254
327,429
551,431
286,495
264,463
260,143
639,332
496,296
94,83
75,198
259,755
424,693
282,606
640,124
886,429
726,64
601,522
708,629
702,694
556,133
726,249
380,598
573,383
249,428
288,670
42,751
340,39
153,283
398,417
163,574
776,737
695,535
114,225
769,724
230,692
121,361
626,563
890,435
763,755
590,311
322,673
276,681
418,308
342,559
821,695
30,689
656,84
331,49
301,445
612,31
860,170
835,40
929,607
91,165
142,724
915,591
106,625
647,338
867,245
153,525
827,656
42,665
335,684
241,645
917,381
792,384
745,73
841,360
732,462
783,105
316,277
698,219
627,451
287,345
330,330
849,64
54,215
656,204
214,546
772,509
222,112
115,119
586,82
119,565
749,433
843,638
308,103
280,213
31,64
474,507
921,228
694,546
306,120
569,410
733,58
126,99
550,369
814,547
650,466
245,175
335,479
519,538
86,256
397,616
240,155
468,202
756,462
367,663
494,626
110,458
849,26
213,719
371,607
623,318
712,666
181,520
494,203
927,148
666,657
98,265
64,263
470,319
430,586
466,145
175,530
352,497
823,628
700,303
403,107
847,656
110,549
189,447
883,569
116,578
376,432
287,613
91,517
201,418
403,529
290,727
661,486
242,627
895,163
302,577
165,187
528,331
742,606
427,318
928,58
420,172
301,56
248,494
896,210
227,333
383,151
228,675
269,275
404,175
929,609
851,42
524,54
565,414
96,711
548,467
839,466
445,498
386,702
119,186
616,675
924,60
640,621
413,48
618,330
558,462
700,169
606,610
481,180
875,153
574,476
