437,73
506,623
611,222
51,186
232,40
258,618
429,514
142,430
630,105
701,540
73,270
672,100
339,521
117,186
351,406
409,352
276,307
167,239
610,201
312,268
353,66
102,60
261,484
554,33
428,551
671,587
77,192
244,104
572,199
573,191
287,116
113,82
497,419
670,207
631,489
658,240
456,678
240,570
264,179
429,432
326,321
334,268
272,256
440,456
167,539
67,428
142,199
547,41
484,381
401,647
676,674
468,693
677,367
677,469
199,562
539,344
525,129
102,272
108,303
609,583
497,472
204,146
227,558
701,339
219,685
209,76
236,356
305,110
189,215
148,621
684,355
434,505
284,489
629,457
315,348
402,617
269,164
504,179
627,49
417,281
590,396
92,340
654,240
312,478
56,550
697,146
42,26
475,176
268,419
295,421
597,445
384,235
149,283
123,320
573,241
425,216
470,39
506,166
138,470
150,319
322,666
473,361
73,517
159,263
208,421
224,110
202,247
416,382
520,139
321,317
497,132
61,171
630,427
38,27
432,36
491,47
351,669
260,64
180,671
389,96
616,222
695,620
422,342
242,165
591,444
146,504
406,552
177,431
485,256
227,190
613,476
342,358
41,396
436,666
395,545
252,501
684,313
596,165
451,642
703,544
216,176
626,642
598,83
437,432
441,338
622,502
54,628
507,399
311,99
285,177
286,495
153,162
608,607
549,533
395,210
408,84
362,530
42,173
295,455
342,140
124,478
134,275
545,575
526,637
481,471
347,481
228,642
111,476
477,272
157,307
290,665
437,515
450,615
363,550
432,204
542,214
357,99
339,82
597,131
320,419
523,627
228,195
573,52
485,640
675,199
467,126
520,113
621,269
469,663
278,507
579,603
191,357
359,142
548,354
109,336
583,351
652,176
327,240
690,600
88,277
580,110
545,526
522,154
26,478
192,601
250,555
401,112
651,360
501,28
462,429
208,399
33,267
573,279
236,320
80,126
448,82
135,447
528,95
32,297
289,47
506,437
182,511
355,59
124,570
158,27
313,682
112,288
655,390
296,386
625,431
368,514
325,57
180,325
177,123
667,692
604,66
361,290
594,450
614,247
440,343
589,538
490,133
465,400
189,601
485,234
585,672
630,669
396,629
532,517
143,326
124,96
647,524
473,643
485,385
94,275
269,688
320,308
43,39
616,363
707,168
585,239
360,385
557,677
53,171
257,497
71,601
615,519
53,574
444,135
677,474
424,368
113,206
51,245
280,391
332,444
239,401
29,592
517,228
182,508
352,92
47,280
511,447
362,455
681,615
277,62
344,122
268,118
618,498
195,35
133,79
683,454
193,353
516,89
695,72
150,25
179,588
171,171
545,336
159,98
542,349
