599,791
555,803
769,807
720,691
447,491
773,360
709,156
844,709
568,162
601,627
430,467
552,788
776,57
462,513
29,471
289,222
732,552
32,779
465,145
617,63
70,354
44,129
456,377
560,447
521,511
43,428
433,38
209,297
556,448
300,826
657,174
482,64
740,702
274,855
377,371
368,430
722,411
755,486
236,135
605,841
26,25
366,489
641,543
812,52
571,526
620,477
518,439
554,395
192,849
273,114
203,658
798,168
224,731
766,668
25,185
759,316
300,705
228,429
833,735
177,442
584,452
555,593
160,703
529,115
149,279
59,729
696,753
338,257
367,558
422,503
605,77
107,288
733,387
772,225
223,513
830,375
387,336
257,836
849,806
338,414
183,752
229,423
198,279
210,507
760,513
625,482
416,213
82,217
257,181
408,160
448,303
658,352
310,707
748,446
546,301
783,143
442,351
342,278
673,864
528,287
815,338
248,504
246,684
95,283
99,513
668,585
86,438
507,96
534,236
463,619
32,444
205,470
185,229
812,748
302,258
748,541
100,656
763,263
78,648
787,101
847,282
564,674
676,224
330,708
695,340
76,588
795,245
599,513
774,447
82,411
525,789
25,548
254,69
309,485
822,62
153,388
139,555
198,864
727,448
306,229
285,412
44,777
101,396
572,208
209,214
668,558
775,851
455,794
675,137
103,386
236,654
841,257
421,575
297,860
110,158
726,364
799,449
66,110
162,99
855,312
769,368
96,336
614,73
192,579
454,406
718,56
758,390
671,648
33,814
449,356
731,231
228,159
669,670
25,619
527,513
195,815
97,309
849,643
339,862
274,410
56,657
37,144
322,132
751,831
454,267
191,752
59,553
402,647
404,158
674,179
146,126
820,206
25,258
620,362
88,280
470,248
693,376
746,710
186,388
226,538
340,179
445,860
588,94
823,733
132,852
269,38
816,53
553,126
25,417
119,823
158,235
365,803
471,293
465,341
614,48
95,397
141,743
836,330
169,422
438,758
410,723
95,718
557,844
325,189
293,818
64,396
216,98
678,821
348,700
245,662
322,346
160,692
777,343
292,502
737,125
495,361
468,510
41,109
581,764
699,84
624,636
344,308
366,441
239,606
598,658
673,656
334,309
480,29
314,234
759,368
84,464
151,55
260,612
317,464
767,123
364,558
628,595
725,474
78,667
349,680
495,102
304,656
421,141
291,631
412,524
777,32
317,755
692,46
821,646
432,847
620,577
414,86
721,565
415,399
676,318
101,452
744,505
204,499
98,359
648,405
218,532
831,359
772,407
767,140
373,49
743,481
602,315
30,730
736,537
808,792
456,242
797,111
699,240
229,807
718,216
729,510
85,589
350,502
456,685
162,581
