644,207
867,405
506,466
443,519
821,102
716,376
479,748
243,490
80,790
343,866
603,406
208,52
510,475
641,227
519,335
655,187
371,858
707,778
855,643
439,509
120,836
600,665
677,422
793,565
187,686
737,149
415,468
304,858
275,558
506,88
918,225
869,662
365,33
128,26
571,64
663,694
860,536
494,849
316,760
78,762
401,344
294,582
128,204
553,790
452,132
694,30
326,327
768,912
619,258
371,424
351,912
35,271
403,424
597,642
395,655
212,710
639,365
217,127
633,110
374,116
891,245
59,234
826,185
194,274
357,541
664,420
411,864
251,233
116,860
432,626
375,661
432,892
130,510
473,836
148,151
25,475
510,613
519,184
164,338
811,63
610,796
545,552
243,737
308,893
430,475
337,121
270,375
571,671
531,563
60,305
182,319
139,372
153,360
684,264
462,45
803,158
874,130
221,788
63,628
615,258
754,450
817,885
96,713
169,288
442,417
465,433
55,873
482,471
748,270
413,539
817,443
570,370
620,144
372,282
399,599
643,853
104,838
368,382
852,445
366,349
153,375
850,418
549,784
300,327
227,40
370,752
856,784
815,738
135,79
711,181
705,673
489,97
618,180
104,155
35,648
353,468
830,380
443,596
270,689
884,807
389,660
334,716
223,546
434,337
373,328
597,300
697,831
296,65
153,387
828,417
769,510
750,552
812,786
571,295
50,443
723,845
536,319
321,607
414,820
423,44
53,549
323,73
397,29
905,469
383,186
855,263
551,111
880,530
161,363
869,484
50,206
618,520
383,46
302,227
559,223
268,253
477,912
480,313
235,168
292,331
67,453
841,744
259,803
434,293
429,410
869,59
52,734
907,691
857,825
179,398
633,786
211,274
733,815
236,226
706,356
153,137
40,33
868,757
397,255
167,259
661,794
895,47
564,85
737,563
282,917
485,616
474,220
878,495
894,282
279,262
166,620
115,835
833,594
508,175
350,300
293,729
48,755
167,426
81,478
325,907
624,353
109,771
818,352
114,672
699,286
568,142
707,482
586,344
790,515
255,611
681,639
438,471
185,817
486,326
351,352
728,442
320,32
602,232
76,848
870,172
337,92
646,805
875,495
717,266
787,852
683,545
336,206
173,254
350,800
342,390
113,898
463,878
386,753
777,344
701,195
206,88
511,808
365,221
598,892
696,860
731,611
640,587
698,104
698,450
565,463
726,385
766,843
215,211
61,481
596,813
272,178
859,456
360,808
771,326
717,136
791,133
483,560
469,854
168,837
653,173
307,663
195,752
679,731
681,463
283,789
351,388
135,418
648,765
625,793
860,269
621,80
837,217
122,282
91,202
891,371
783,888
246,331
741,707
711,326
412,723
